,Latitude,Longitude,1989_Primavera
2162,62.0,16.0,2.57
2163,62.0,16.5,2.87
2164,62.0,17.0,4.13
2165,62.0,17.5,-999.99
2166,62.0,18.0,-999.99
2167,62.0,18.5,-999.99
2168,62.0,19.0,-999.99
2169,62.0,19.5,-999.99
2170,62.0,20.0,-999.99
2171,62.0,20.5,-999.99
2172,62.0,21.0,5.33
2173,62.0,21.5,5.6
2174,62.0,22.0,5.97
2175,62.0,22.5,5.77
2176,62.0,23.0,5.7
2177,62.0,23.5,5.4
2178,62.0,24.0,5.1
2179,62.0,24.5,5.0
2180,62.0,25.0,4.97
2181,62.0,25.5,4.97
2182,62.0,26.0,5.03
2183,62.0,26.5,5.2
2184,62.0,27.0,5.2
2185,62.0,27.5,5.47
2186,62.0,28.0,5.97
2187,62.0,28.5,5.87
2188,62.0,29.0,5.57
2189,62.0,29.5,5.4
2190,62.0,30.0,5.2
2191,62.0,30.5,4.93
2192,62.0,31.0,5.1
2193,62.0,31.5,5.23
2194,62.0,32.0,5.2
2195,62.0,32.5,4.87
2196,62.0,33.0,5.0
2197,62.0,33.5,4.83
2198,62.0,34.0,4.67
2199,62.0,34.5,5.4
2200,62.0,35.0,5.53
2201,62.0,35.5,5.63
2202,62.0,36.0,5.4
2203,62.0,36.5,5.5
2204,62.0,37.0,5.43
2205,62.0,37.5,5.37
2206,62.0,38.0,5.37
2207,62.0,38.5,5.33
2208,62.0,39.0,5.2
2209,62.0,39.5,5.1
2210,61.5,-25.0,-999.99
2211,61.5,-24.5,-999.99
2212,61.5,-24.0,-999.99
2213,61.5,-23.5,-999.99
2214,61.5,-23.0,-999.99
2215,61.5,-22.5,-999.99
2216,61.5,-22.0,-999.99
2217,61.5,-21.5,-999.99
2218,61.5,-21.0,-999.99
2219,61.5,-20.5,-999.99
2220,61.5,-20.0,-999.99
2221,61.5,-19.5,-999.99
2222,61.5,-19.0,-999.99
2223,61.5,-18.5,-999.99
2224,61.5,-18.0,-999.99
2225,61.5,-17.5,-999.99
2226,61.5,-17.0,-999.99
2227,61.5,-16.5,-999.99
2228,61.5,-16.0,-999.99
2229,61.5,-15.5,-999.99
2230,61.5,-15.0,-999.99
2231,61.5,-14.5,-999.99
2232,61.5,-14.0,-999.99
2233,61.5,-13.5,-999.99
2234,61.5,-13.0,-999.99
2235,61.5,-12.5,-999.99
2236,61.5,-12.0,-999.99
2237,61.5,-11.5,-999.99
2238,61.5,-11.0,-999.99
2239,61.5,-10.5,-999.99
2240,61.5,-10.0,-999.99
2241,61.5,-9.5,-999.99
2242,61.5,-9.0,-999.99
2243,61.5,-8.5,-999.99
2244,61.5,-8.0,-999.99
2245,61.5,-7.5,-999.99
2246,61.5,-7.0,5.23
2247,61.5,-6.5,-999.99
2248,61.5,-6.0,-999.99
2249,61.5,-5.5,-999.99
2250,61.5,-5.0,-999.99
2251,61.5,-4.5,-999.99
2252,61.5,-4.0,-999.99
2253,61.5,-3.5,-999.99
2254,61.5,-3.0,-999.99
2255,61.5,-2.5,-999.99
2256,61.5,-2.0,-999.99
2257,61.5,-1.5,-999.99
2258,61.5,-1.0,-999.99
2259,61.5,-0.5,-999.99
2260,61.5,0.0,-999.99
2261,61.5,0.5,-999.99
2262,61.5,1.0,-999.99
2263,61.5,1.5,-999.99
2264,61.5,2.0,-999.99
2265,61.5,2.5,-999.99
2266,61.5,3.0,-999.99
2267,61.5,3.5,-999.99
2268,61.5,4.0,-999.99
2269,61.5,4.5,5.13
2270,61.5,5.0,5.3
2271,61.5,5.5,4.83
2272,61.5,6.0,2.7
2273,61.5,6.5,2.57
2274,61.5,7.0,2.93
2275,61.5,7.5,1.23
2276,61.5,8.0,-1.27
2277,61.5,8.5,-0.77
2278,61.5,9.0,0.63
2279,61.5,9.5,0.73
2280,61.5,10.0,1.37
2281,61.5,10.5,1.37
2282,61.5,11.0,1.6
2283,61.5,11.5,1.87
2284,61.5,12.0,1.13
2285,61.5,12.5,1.13
2286,61.5,13.0,2.47
2287,61.5,13.5,2.9
2288,61.5,14.0,2.7
2289,61.5,14.5,3.27
2290,61.5,15.0,3.43
2291,61.5,15.5,3.13
2292,61.5,16.0,3.03
2293,61.5,16.5,3.7
2294,61.5,17.0,4.53
2295,61.5,17.5,-999.99
2296,61.5,18.0,-999.99
2297,61.5,18.5,-999.99
2298,61.5,19.0,-999.99
2299,61.5,19.5,-999.99
2300,61.5,20.0,-999.99
2301,61.5,20.5,-999.99
2302,61.5,21.0,5.5
2303,61.5,21.5,5.73
2304,61.5,22.0,5.97
2305,61.5,22.5,5.97
2306,61.5,23.0,5.67
2307,61.5,23.5,5.5
2308,61.5,24.0,5.37
2309,61.5,24.5,5.2
2310,61.5,25.0,5.1
2311,61.5,25.5,5.23
2312,61.5,26.0,5.3
2313,61.5,26.5,5.4
2314,61.5,27.0,5.37
2315,61.5,27.5,5.5
2316,61.5,28.0,6.07
2317,61.5,28.5,5.87
2318,61.5,29.0,5.63
2319,61.5,29.5,5.8
2320,61.5,30.0,5.5
2321,61.5,30.5,5.63
2322,61.5,31.0,-999.99
2323,61.5,31.5,5.57
2324,61.5,32.0,5.6
2325,61.5,32.5,5.4
2326,61.5,33.0,5.43
2327,61.5,33.5,5.13
2328,61.5,34.0,5.17
2329,61.5,34.5,5.5
2330,61.5,35.0,5.5
2331,61.5,35.5,5.83
2332,61.5,36.0,5.77
2333,61.5,36.5,5.63
2334,61.5,37.0,5.6
2335,61.5,37.5,5.6
2336,61.5,38.0,5.4
2337,61.5,38.5,5.4
2338,61.5,39.0,5.2
2339,61.5,39.5,5.13
2340,61.0,-25.0,-999.99
2341,61.0,-24.5,-999.99
2342,61.0,-24.0,-999.99
2343,61.0,-23.5,-999.99
2344,61.0,-23.0,-999.99
2345,61.0,-22.5,-999.99
2346,61.0,-22.0,-999.99
2347,61.0,-21.5,-999.99
2348,61.0,-21.0,-999.99
2349,61.0,-20.5,-999.99
2350,61.0,-20.0,-999.99
2351,61.0,-19.5,-999.99
2352,61.0,-19.0,-999.99
2353,61.0,-18.5,-999.99
2354,61.0,-18.0,-999.99
2355,61.0,-17.5,-999.99
2356,61.0,-17.0,-999.99
2357,61.0,-16.5,-999.99
2358,61.0,-16.0,-999.99
2359,61.0,-15.5,-999.99
2360,61.0,-15.0,-999.99
2361,61.0,-14.5,-999.99
2362,61.0,-14.0,-999.99
2363,61.0,-13.5,-999.99
2364,61.0,-13.0,-999.99
2365,61.0,-12.5,-999.99
2366,61.0,-12.0,-999.99
2367,61.0,-11.5,-999.99
2368,61.0,-11.0,-999.99
2369,61.0,-10.5,-999.99
2370,61.0,-10.0,-999.99
2371,61.0,-9.5,-999.99
2372,61.0,-9.0,-999.99
2373,61.0,-8.5,-999.99
2374,61.0,-8.0,-999.99
2375,61.0,-7.5,-999.99
2376,61.0,-7.0,-999.99
2377,61.0,-6.5,-999.99
2378,61.0,-6.0,-999.99
2379,61.0,-5.5,-999.99
2380,61.0,-5.0,-999.99
2381,61.0,-4.5,-999.99
2382,61.0,-4.0,-999.99
2383,61.0,-3.5,-999.99
2384,61.0,-3.0,-999.99
2385,61.0,-2.5,-999.99
2386,61.0,-2.0,6.13
2387,61.0,-1.5,5.97
2388,61.0,-1.0,6.2
2389,61.0,-0.5,-999.99
2390,61.0,0.0,-999.99
2391,61.0,0.5,5.17
2392,61.0,1.0,5.07
2393,61.0,1.5,-999.99
2394,61.0,2.0,-999.99
2395,61.0,2.5,-999.99
2396,61.0,3.0,-999.99
2397,61.0,3.5,-999.99
2398,61.0,4.0,-999.99
2399,61.0,4.5,5.6
2400,61.0,5.0,6.03
2401,61.0,5.5,4.6
2402,61.0,6.0,3.57
2403,61.0,6.5,1.77
2404,61.0,7.0,1.73
2405,61.0,7.5,1.1
2406,61.0,8.0,1.8
2407,61.0,8.5,2.57
2408,61.0,9.0,2.13
2409,61.0,9.5,2.6
2410,61.0,10.0,3.67
2411,61.0,10.5,3.67
2412,61.0,11.0,4.53
2413,61.0,11.5,4.03
2414,61.0,12.0,3.73
2415,61.0,12.5,3.57
2416,61.0,13.0,4.2
2417,61.0,13.5,4.5
2418,61.0,14.0,3.63
2419,61.0,14.5,4.1
2420,61.0,15.0,4.1
2421,61.0,15.5,4.03
2422,61.0,16.0,4.27
2423,61.0,16.5,4.57
2424,61.0,17.0,4.97
2425,61.0,17.5,4.9
2426,61.0,18.0,-999.99
2427,61.0,18.5,-999.99
2428,61.0,19.0,-999.99
2429,61.0,19.5,-999.99
2430,61.0,20.0,-999.99
2431,61.0,20.5,-999.99
2432,61.0,21.0,5.63
2433,61.0,21.5,5.73
2434,61.0,22.0,6.0
2435,61.0,22.5,5.97
2436,61.0,23.0,5.87
2437,61.0,23.5,5.7
2438,61.0,24.0,5.57
2439,61.0,24.5,5.67
2440,61.0,25.0,5.63
2441,61.0,25.5,5.67
2442,61.0,26.0,5.63
2443,61.0,26.5,5.67
2444,61.0,27.0,5.53
2445,61.0,27.5,5.83
2446,61.0,28.0,6.0
2447,61.0,28.5,6.03
2448,61.0,29.0,6.03
2449,61.0,29.5,6.2
2450,61.0,30.0,5.97
2451,61.0,30.5,5.93
2452,61.0,31.0,-999.99
2453,61.0,31.5,-999.99
2454,61.0,32.0,-999.99
2455,61.0,32.5,6.0
2456,61.0,33.0,5.9
2457,61.0,33.5,5.7
2458,61.0,34.0,5.47
2459,61.0,34.5,5.43
2460,61.0,35.0,5.6
2461,61.0,35.5,5.87
2462,61.0,36.0,5.2
2463,61.0,36.5,5.6
2464,61.0,37.0,5.63
2465,61.0,37.5,5.67
2466,61.0,38.0,5.57
2467,61.0,38.5,5.4
2468,61.0,39.0,5.23
2469,61.0,39.5,5.03
2470,60.5,-25.0,-999.99
2471,60.5,-24.5,-999.99
2472,60.5,-24.0,-999.99
2473,60.5,-23.5,-999.99
2474,60.5,-23.0,-999.99
2475,60.5,-22.5,-999.99
2476,60.5,-22.0,-999.99
2477,60.5,-21.5,-999.99
2478,60.5,-21.0,-999.99
2479,60.5,-20.5,5.1
2480,60.5,-20.0,5.27
2481,60.5,-19.5,-999.99
2482,60.5,-19.0,-999.99
2483,60.5,-18.5,-999.99
2484,60.5,-18.0,-999.99
2485,60.5,-17.5,-999.99
2486,60.5,-17.0,-999.99
2487,60.5,-16.5,-999.99
2488,60.5,-16.0,-999.99
2489,60.5,-15.5,-999.99
2490,60.5,-15.0,-999.99
2491,60.5,-14.5,-999.99
2492,60.5,-14.0,-999.99
2493,60.5,-13.5,-999.99
2494,60.5,-13.0,-999.99
2495,60.5,-12.5,-999.99
2496,60.5,-12.0,-999.99
2497,60.5,-11.5,-999.99
2498,60.5,-11.0,-999.99
2499,60.5,-10.5,-999.99
2500,60.5,-10.0,-999.99
2501,60.5,-9.5,-999.99
2502,60.5,-9.0,-999.99
2503,60.5,-8.5,-999.99
2504,60.5,-8.0,-999.99
2505,60.5,-7.5,-999.99
2506,60.5,-7.0,-999.99
2507,60.5,-6.5,-999.99
2508,60.5,-6.0,-999.99
2509,60.5,-5.5,-999.99
2510,60.5,-5.0,-999.99
2511,60.5,-4.5,-999.99
2512,60.5,-4.0,-999.99
2513,60.5,-3.5,-999.99
2514,60.5,-3.0,-999.99
2515,60.5,-2.5,-999.99
2516,60.5,-2.0,6.23
2517,60.5,-1.5,6.23
2518,60.5,-1.0,-999.99
2519,60.5,-0.5,-999.99
2520,60.5,0.0,-999.99
2521,60.5,0.5,-999.99
2522,60.5,1.0,-999.99
2523,60.5,1.5,-999.99
2524,60.5,2.0,-999.99
2525,60.5,2.5,-999.99
2526,60.5,3.0,-999.99
2527,60.5,3.5,-999.99
2528,60.5,4.0,-999.99
2529,60.5,4.5,-999.99
2530,60.5,5.0,6.1
2531,60.5,5.5,4.93
2532,60.5,6.0,3.73
2533,60.5,6.5,2.43
2534,60.5,7.0,1.5
2535,60.5,7.5,3.63
2536,60.5,8.0,2.77
2537,60.5,8.5,2.43
2538,60.5,9.0,2.97
2539,60.5,9.5,2.87
2540,60.5,10.0,4.73
2541,60.5,10.5,3.7
2542,60.5,11.0,4.93
2543,60.5,11.5,4.47
2544,60.5,12.0,4.3
2545,60.5,12.5,4.5
2546,60.5,13.0,4.67
2547,60.5,13.5,4.73
2548,60.5,14.0,4.07
2549,60.5,14.5,4.47
2550,60.5,15.0,4.3
2551,60.5,15.5,4.8
2552,60.5,16.0,4.77
2553,60.5,16.5,5.0
2554,60.5,17.0,5.53
2555,60.5,17.5,5.67
2556,60.5,18.0,5.47
2557,60.5,18.5,5.23
2558,60.5,19.0,-999.99
2559,60.5,19.5,5.5
2560,60.5,20.0,5.53
2561,60.5,20.5,5.67
2562,60.5,21.0,5.77
2563,60.5,21.5,5.77
2564,60.5,22.0,5.67
2565,60.5,22.5,5.47
2566,60.5,23.0,5.47
2567,60.5,23.5,5.6
2568,60.5,24.0,5.53
2569,60.5,24.5,5.77
2570,60.5,25.0,5.83
2571,60.5,25.5,5.77
2572,60.5,26.0,6.2
2573,60.5,26.5,6.2
2574,60.5,27.0,-999.99
2575,60.5,27.5,-999.99
2576,60.5,28.0,-999.99
2577,60.5,28.5,6.27
2578,60.5,29.0,6.57
2579,60.5,29.5,6.83
2580,60.5,30.0,6.43
2581,60.5,30.5,6.63
2582,60.5,31.0,6.33
2583,60.5,31.5,6.43
2584,60.5,32.0,6.37
2585,60.5,32.5,6.33
2586,60.5,33.0,6.23
2587,60.5,33.5,5.97
2588,60.5,34.0,5.6
2589,60.5,34.5,5.7
2590,60.5,35.0,5.53
2591,60.5,35.5,5.5
2592,60.5,36.0,5.3
2593,60.5,36.5,5.6
2594,60.5,37.0,5.73
2595,60.5,37.5,5.77
2596,60.5,38.0,5.73
2597,60.5,38.5,5.5
2598,60.5,39.0,5.33
2599,60.5,39.5,5.27
2600,60.0,-25.0,-999.99
2601,60.0,-24.5,-999.99
2602,60.0,-24.0,-999.99
2603,60.0,-23.5,-999.99
2604,60.0,-23.0,-999.99
2605,60.0,-22.5,-999.99
2606,60.0,-22.0,-999.99
2607,60.0,-21.5,-999.99
2608,60.0,-21.0,-999.99
2609,60.0,-20.5,5.43
2610,60.0,-20.0,5.57
2611,60.0,-19.5,-999.99
2612,60.0,-19.0,-999.99
2613,60.0,-18.5,-999.99
2614,60.0,-18.0,-999.99
2615,60.0,-17.5,-999.99
2616,60.0,-17.0,-999.99
2617,60.0,-16.5,-999.99
2618,60.0,-16.0,-999.99
2619,60.0,-15.5,-999.99
2620,60.0,-15.0,-999.99
2621,60.0,-14.5,-999.99
2622,60.0,-14.0,-999.99
2623,60.0,-13.5,-999.99
2624,60.0,-13.0,-999.99
2625,60.0,-12.5,-999.99
2626,60.0,-12.0,-999.99
2627,60.0,-11.5,-999.99
2628,60.0,-11.0,-999.99
2629,60.0,-10.5,-999.99
2630,60.0,-10.0,-999.99
2631,60.0,-9.5,-999.99
2632,60.0,-9.0,-999.99
2633,60.0,-8.5,-999.99
2634,60.0,-8.0,-999.99
2635,60.0,-7.5,-999.99
2636,60.0,-7.0,-999.99
2637,60.0,-6.5,-999.99
2638,60.0,-6.0,-999.99
2639,60.0,-5.5,-999.99
2640,60.0,-5.0,-999.99
2641,60.0,-4.5,-999.99
2642,60.0,-4.0,-999.99
2643,60.0,-3.5,-999.99
2644,60.0,-3.0,-999.99
2645,60.0,-2.5,-999.99
2646,60.0,-2.0,-999.99
2647,60.0,-1.5,6.33
2648,60.0,-1.0,-999.99
2649,60.0,-0.5,-999.99
2650,60.0,0.0,-999.99
2651,60.0,0.5,-999.99
2652,60.0,1.0,-999.99
2653,60.0,1.5,-999.99
2654,60.0,2.0,-999.99
2655,60.0,2.5,-999.99
2656,60.0,3.0,-999.99
2657,60.0,3.5,-999.99
2658,60.0,4.0,-999.99
2659,60.0,4.5,-999.99
2660,60.0,5.0,5.97
2661,60.0,5.5,5.8
2662,60.0,6.0,2.83
2663,60.0,6.5,1.33
2664,60.0,7.0,1.1
2665,60.0,7.5,-0.2
2666,60.0,8.0,0.63
2667,60.0,8.5,0.57
2668,60.0,9.0,3.4
2669,60.0,9.5,4.0
2670,60.0,10.0,5.7
2671,60.0,10.5,5.97
2672,60.0,11.0,5.83
2673,60.0,11.5,5.37
2674,60.0,12.0,5.53
2675,60.0,12.5,5.57
2676,60.0,13.0,6.0
2677,60.0,13.5,5.77
2678,60.0,14.0,5.4
2679,60.0,14.5,5.2
2680,60.0,15.0,5.23
2681,60.0,15.5,5.5
2682,60.0,16.0,5.9
2683,60.0,16.5,6.03
2684,60.0,17.0,6.17
2685,60.0,17.5,6.33
2686,60.0,18.0,5.93
2687,60.0,18.5,5.53
2688,60.0,19.0,5.63
2689,60.0,19.5,-999.99
2690,60.0,20.0,-999.99
2691,60.0,20.5,-999.99
2692,60.0,21.0,-999.99
2693,60.0,21.5,-999.99
2694,60.0,22.0,6.07
2695,60.0,22.5,6.2
2696,60.0,23.0,6.27
2697,60.0,23.5,6.47
2698,60.0,24.0,6.5
2699,60.0,24.5,-999.99
2700,60.0,25.0,-999.99
2701,60.0,25.5,6.37
2702,60.0,26.0,6.37
2703,60.0,26.5,6.6
2704,60.0,27.0,-999.99
2705,60.0,27.5,-999.99
2706,60.0,28.0,6.6
2707,60.0,28.5,6.63
2708,60.0,29.0,6.63
2709,60.0,29.5,6.8
2710,60.0,30.0,7.17
2711,60.0,30.5,7.03
2712,60.0,31.0,7.0
2713,60.0,31.5,6.8
2714,60.0,32.0,6.73
2715,60.0,32.5,6.67
2716,60.0,33.0,6.5
2717,60.0,33.5,6.3
2718,60.0,34.0,5.8
2719,60.0,34.5,5.73
2720,60.0,35.0,6.0
2721,60.0,35.5,5.97
2722,60.0,36.0,5.93
2723,60.0,36.5,5.77
2724,60.0,37.0,5.47
2725,60.0,37.5,5.43
2726,60.0,38.0,5.57
2727,60.0,38.5,5.4
2728,60.0,39.0,5.3
2729,60.0,39.5,5.23
2730,59.5,-25.0,-999.99
2731,59.5,-24.5,-999.99
2732,59.5,-24.0,-999.99
2733,59.5,-23.5,-999.99
2734,59.5,-23.0,-999.99
2735,59.5,-22.5,-999.99
2736,59.5,-22.0,-999.99
2737,59.5,-21.5,-999.99
2738,59.5,-21.0,-999.99
2739,59.5,-20.5,-999.99
2740,59.5,-20.0,-999.99
2741,59.5,-19.5,-999.99
2742,59.5,-19.0,-999.99
2743,59.5,-18.5,-999.99
2744,59.5,-18.0,-999.99
2745,59.5,-17.5,-999.99
2746,59.5,-17.0,-999.99
2747,59.5,-16.5,-999.99
2748,59.5,-16.0,-999.99
2749,59.5,-15.5,-999.99
2750,59.5,-15.0,-999.99
2751,59.5,-14.5,-999.99
2752,59.5,-14.0,-999.99
2753,59.5,-13.5,-999.99
2754,59.5,-13.0,-999.99
2755,59.5,-12.5,-999.99
2756,59.5,-12.0,-999.99
2757,59.5,-11.5,-999.99
2758,59.5,-11.0,-999.99
2759,59.5,-10.5,-999.99
2760,59.5,-10.0,-999.99
2761,59.5,-9.5,-999.99
2762,59.5,-9.0,-999.99
2763,59.5,-8.5,-999.99
2764,59.5,-8.0,-999.99
2765,59.5,-7.5,-999.99
2766,59.5,-7.0,-999.99
2767,59.5,-6.5,-999.99
2768,59.5,-6.0,-999.99
2769,59.5,-5.5,-999.99
2770,59.5,-5.0,-999.99
2771,59.5,-4.5,-999.99
2772,59.5,-4.0,-999.99
2773,59.5,-3.5,6.3
2774,59.5,-3.0,6.57
2775,59.5,-2.5,-999.99
2776,59.5,-2.0,-999.99
2777,59.5,-1.5,-999.99
2778,59.5,-1.0,-999.99
2779,59.5,-0.5,-999.99
2780,59.5,0.0,-999.99
2781,59.5,0.5,-999.99
2782,59.5,1.0,-999.99
2783,59.5,1.5,-999.99
2784,59.5,2.0,-999.99
2785,59.5,2.5,-999.99
2786,59.5,3.0,-999.99
2787,59.5,3.5,-999.99
2788,59.5,4.0,-999.99
2789,59.5,4.5,-999.99
2790,59.5,5.0,5.9
2791,59.5,5.5,6.23
2792,59.5,6.0,5.17
2793,59.5,6.5,2.4
2794,59.5,7.0,2.17
2795,59.5,7.5,2.53
2796,59.5,8.0,2.03
2797,59.5,8.5,2.83
2798,59.5,9.0,5.3
2799,59.5,9.5,5.43
2800,59.5,10.0,6.63
2801,59.5,10.5,6.77
2802,59.5,11.0,6.6
2803,59.5,11.5,6.1
2804,59.5,12.0,6.07
2805,59.5,12.5,6.47
2806,59.5,13.0,6.83
2807,59.5,13.5,6.57
2808,59.5,14.0,6.4
2809,59.5,14.5,6.1
2810,59.5,15.0,6.17
2811,59.5,15.5,6.37
2812,59.5,16.0,6.4
2813,59.5,16.5,6.33
2814,59.5,17.0,6.53
2815,59.5,17.5,6.43
2816,59.5,18.0,6.27
2817,59.5,18.5,5.73
2818,59.5,19.0,5.77
2819,59.5,19.5,5.83
2820,59.5,20.0,-999.99
2821,59.5,20.5,-999.99
2822,59.5,21.0,-999.99
2823,59.5,21.5,-999.99
2824,59.5,22.0,-999.99
2825,59.5,22.5,6.6
2826,59.5,23.0,6.7
2827,59.5,23.5,6.1
2828,59.5,24.0,6.33
2829,59.5,24.5,6.47
2830,59.5,25.0,6.4
2831,59.5,25.5,6.17
2832,59.5,26.0,5.97
2833,59.5,26.5,5.9
2834,59.5,27.0,6.3
2835,59.5,27.5,6.43
2836,59.5,28.0,6.53
2837,59.5,28.5,6.73
2838,59.5,29.0,6.9
2839,59.5,29.5,7.07
2840,59.5,30.0,7.3
2841,59.5,30.5,7.27
2842,59.5,31.0,7.2
2843,59.5,31.5,7.17
2844,59.5,32.0,7.07
2845,59.5,32.5,6.83
2846,59.5,33.0,6.6
2847,59.5,33.5,6.27
2848,59.5,34.0,6.03
2849,59.5,34.5,6.17
2850,59.5,35.0,6.4
2851,59.5,35.5,6.23
2852,59.5,36.0,6.2
2853,59.5,36.5,5.97
2854,59.5,37.0,5.9
2855,59.5,37.5,5.8
2856,59.5,38.0,5.67
2857,59.5,38.5,5.4
2858,59.5,39.0,5.13
2859,59.5,39.5,5.3
2860,59.0,-25.0,-999.99
2861,59.0,-24.5,-999.99
2862,59.0,-24.0,-999.99
2863,59.0,-23.5,-999.99
2864,59.0,-23.0,-999.99
2865,59.0,-22.5,-999.99
2866,59.0,-22.0,-999.99
2867,59.0,-21.5,-999.99
2868,59.0,-21.0,-999.99
2869,59.0,-20.5,-999.99
2870,59.0,-20.0,-999.99
2871,59.0,-19.5,-999.99
2872,59.0,-19.0,-999.99
2873,59.0,-18.5,-999.99
2874,59.0,-18.0,-999.99
2875,59.0,-17.5,-999.99
2876,59.0,-17.0,-999.99
2877,59.0,-16.5,-999.99
2878,59.0,-16.0,-999.99
2879,59.0,-15.5,-999.99
2880,59.0,-15.0,-999.99
2881,59.0,-14.5,-999.99
2882,59.0,-14.0,-999.99
2883,59.0,-13.5,-999.99
2884,59.0,-13.0,-999.99
2885,59.0,-12.5,-999.99
2886,59.0,-12.0,-999.99
2887,59.0,-11.5,-999.99
2888,59.0,-11.0,-999.99
2889,59.0,-10.5,-999.99
2890,59.0,-10.0,-999.99
2891,59.0,-9.5,-999.99
2892,59.0,-9.0,-999.99
2893,59.0,-8.5,-999.99
2894,59.0,-8.0,-999.99
2895,59.0,-7.5,-999.99
2896,59.0,-7.0,-999.99
2897,59.0,-6.5,-999.99
2898,59.0,-6.0,-999.99
2899,59.0,-5.5,6.37
2900,59.0,-5.0,6.17
2901,59.0,-4.5,6.47
2902,59.0,-4.0,6.3
2903,59.0,-3.5,6.5
2904,59.0,-3.0,6.67
2905,59.0,-2.5,-999.99
2906,59.0,-2.0,-999.99
2907,59.0,-1.5,-999.99
2908,59.0,-1.0,-999.99
2909,59.0,-0.5,-999.99
2910,59.0,0.0,-999.99
2911,59.0,0.5,-999.99
2912,59.0,1.0,-999.99
2913,59.0,1.5,-999.99
2914,59.0,2.0,-999.99
2915,59.0,2.5,-999.99
2916,59.0,3.0,-999.99
2917,59.0,3.5,-999.99
2918,59.0,4.0,-999.99
2919,59.0,4.5,-999.99
2920,59.0,5.0,-999.99
2921,59.0,5.5,6.5
2922,59.0,6.0,4.4
2923,59.0,6.5,3.7
2924,59.0,7.0,3.8
2925,59.0,7.5,4.33
2926,59.0,8.0,4.87
2927,59.0,8.5,4.97
2928,59.0,9.0,6.73
2929,59.0,9.5,6.43
2930,59.0,10.0,-999.99
2931,59.0,10.5,6.77
2932,59.0,11.0,7.0
2933,59.0,11.5,6.4
2934,59.0,12.0,6.57
2935,59.0,12.5,6.97
2936,59.0,13.0,6.9
2937,59.0,13.5,6.93
2938,59.0,14.0,6.53
2939,59.0,14.5,6.5
2940,59.0,15.0,6.37
2941,59.0,15.5,6.6
2942,59.0,16.0,6.73
2943,59.0,16.5,6.73
2944,59.0,17.0,6.63
2945,59.0,17.5,6.07
2946,59.0,18.0,5.97
2947,59.0,18.5,-999.99
2948,59.0,19.0,-999.99
2949,59.0,19.5,-999.99
2950,59.0,20.0,-999.99
2951,59.0,20.5,-999.99
2952,59.0,21.0,-999.99
2953,59.0,21.5,-999.99
2954,59.0,22.0,6.63
2955,59.0,22.5,5.9
2956,59.0,23.0,7.07
2957,59.0,23.5,6.43
2958,59.0,24.0,6.6
2959,59.0,24.5,6.73
2960,59.0,25.0,6.73
2961,59.0,25.5,6.7
2962,59.0,26.0,6.53
2963,59.0,26.5,6.53
2964,59.0,27.0,7.1
2965,59.0,27.5,6.87
2966,59.0,28.0,6.87
2967,59.0,28.5,7.1
2968,59.0,29.0,7.37
2969,59.0,29.5,7.47
2970,59.0,30.0,7.63
2971,59.0,30.5,7.47
2972,59.0,31.0,7.4
2973,59.0,31.5,7.37
2974,59.0,32.0,7.2
2975,59.0,32.5,6.97
2976,59.0,33.0,6.73
2977,59.0,33.5,6.53
2978,59.0,34.0,6.57
2979,59.0,34.5,6.77
2980,59.0,35.0,6.43
2981,59.0,35.5,6.53
2982,59.0,36.0,6.4
2983,59.0,36.5,6.27
2984,59.0,37.0,6.17
2985,59.0,37.5,6.1
2986,59.0,38.0,6.0
2987,59.0,38.5,5.73
2988,59.0,39.0,5.7
2989,59.0,39.5,5.7
2990,58.5,-25.0,-999.99
2991,58.5,-24.5,-999.99
2992,58.5,-24.0,-999.99
2993,58.5,-23.5,-999.99
2994,58.5,-23.0,-999.99
2995,58.5,-22.5,-999.99
2996,58.5,-22.0,-999.99
2997,58.5,-21.5,-999.99
2998,58.5,-21.0,-999.99
2999,58.5,-20.5,-999.99
3000,58.5,-20.0,-999.99
3001,58.5,-19.5,-999.99
3002,58.5,-19.0,-999.99
3003,58.5,-18.5,-999.99
3004,58.5,-18.0,-999.99
3005,58.5,-17.5,-999.99
3006,58.5,-17.0,-999.99
3007,58.5,-16.5,-999.99
3008,58.5,-16.0,-999.99
3009,58.5,-15.5,-999.99
3010,58.5,-15.0,-999.99
3011,58.5,-14.5,-999.99
3012,58.5,-14.0,-999.99
3013,58.5,-13.5,-999.99
3014,58.5,-13.0,-999.99
3015,58.5,-12.5,-999.99
3016,58.5,-12.0,-999.99
3017,58.5,-11.5,-999.99
3018,58.5,-11.0,-999.99
3019,58.5,-10.5,-999.99
3020,58.5,-10.0,-999.99
3021,58.5,-9.5,-999.99
3022,58.5,-9.0,-999.99
3023,58.5,-8.5,-999.99
3024,58.5,-8.0,-999.99
3025,58.5,-7.5,6.5
3026,58.5,-7.0,6.47
3027,58.5,-6.5,6.5
3028,58.5,-6.0,-999.99
3029,58.5,-5.5,6.7
3030,58.5,-5.0,5.17
3031,58.5,-4.5,5.63
3032,58.5,-4.0,5.67
3033,58.5,-3.5,6.47
3034,58.5,-3.0,-999.99
3035,58.5,-2.5,-999.99
3036,58.5,-2.0,-999.99
3037,58.5,-1.5,-999.99
3038,58.5,-1.0,-999.99
3039,58.5,-0.5,-999.99
3040,58.5,0.0,-999.99
